timestamp,vehicle_id,speed,fuel_level,engine_temp,anomaly
2026-03-02 08:00:00,1,77.59059505977555,55.08250511513021,87.1352852649805,0
2026-03-02 08:05:00,1,79.32708641769894,48.35162936448648,88.85662865144101,0
2026-03-02 08:10:00,1,71.93556362014496,52.79881812246749,90.19223416642468,0
2026-03-02 08:15:00,1,68.51956392597523,45.54293900062937,87.91223895484572,0
2026-03-02 08:20:00,1,77.609048470088,46.00297701021306,90.4913617516844,0
2026-03-02 08:25:00,1,82.75903406467835,57.32855556371731,88.27823481695678,0
2026-03-02 08:30:00,1,104.31210856772772,54.48221736460262,91.5950029075578,0
2026-03-02 08:35:00,1,84.69051394876686,47.72427352421997,91.35414489786092,0
2026-03-02 08:40:00,1,80.38292302913959,48.23529970928111,90.68114586420936,0
2026-03-02 08:45:00,1,83.47252590183446,58.04382758907229,88.34208229397744,0
2026-03-02 08:50:00,1,73.58421061567937,50.99544071831713,93.9113707759816,0
2026-03-02 08:55:00,1,78.85959675925332,45.37709486045486,94.59246728039042,0
2026-03-02 09:00:00,1,79.6551295199789,44.48157254981648,90.15206722107024,0
2026-03-02 09:05:00,1,79.9534907144103,42.34780235741359,91.93864107850384,0
2026-03-02 09:10:00,1,85.69342218039861,51.01584243193357,90.3818154201448,0
2026-03-02 09:15:00,1,71.78302682030089,42.41273772878392,89.22531632919346,0
2026-03-02 09:20:00,1,75.60495669214261,41.76836763718873,88.7137465477046,0
2026-03-02 09:25:00,1,82.56355224249509,31.07024058809874,104.49991370380135,1
2026-03-02 09:30:00,1,82.35065677738379,52.19196499933706,82.65623943329675,0
2026-03-02 09:35:00,1,67.26812709404324,47.26718831879976,91.13975780016555,0
2026-03-02 09:40:00,1,83.22938158940104,50.542476198570846,92.71538299648532,0
2026-03-02 09:45:00,1,72.34614603313878,72.292755736425,91.16109384490808,1
2026-03-02 09:50:00,1,77.82840458355251,50.556805685028166,93.32218344503272,0
2026-03-02 09:55:00,1,85.99783991264746,46.91342117800325,87.80857532490606,0
2026-03-02 10:00:00,1,77.96089548560082,64.1524136935348,88.59610167747633,0
2026-03-02 10:05:00,1,77.79500183674062,47.12159644076437,86.33158491915363,0
